timestamp,hour,day_of_week,month,is_weekend,ambient_temp,production_units,renewable_share,energy_kwh,lag_1h,lag_24h,rolling_mean_24h
2025-01-25 04:00:00,4,5,1,1,8.94,26.6,7.5,954.85,720.16,1940.62,3024.97125
2025-01-25 05:00:00,5,5,1,1,12.44,36.5,7.5,994.38,954.85,1871.79,2983.8975000000005
2025-01-25 06:00:00,6,5,1,1,16.1,22.5,7.5,851.23,994.38,2015.09,2947.3387499999994
2025-01-25 07:00:00,7,5,1,1,15.93,38.4,9.8,873.04,851.23,2144.38,2898.8445833333335
2025-01-25 08:00:00,8,5,1,1,21.74,26.6,12.1,829.66,873.04,4253.76,2845.872083333333
2025-01-25 09:00:00,9,5,1,1,23.59,40.8,14.0,906.79,829.66,4221.05,2703.20125
2025-01-25 10:00:00,10,5,1,1,25.46,55.2,15.7,1022.18,906.79,4344.92,2565.1070833333333
2025-01-25 11:00:00,11,5,1,1,29.81,38.0,17.0,1008.86,1022.18,4232.47,2426.6595833333336
2025-01-25 12:00:00,12,5,1,1,28.93,41.5,17.7,1009.62,1008.86,4475.29,2292.3424999999997
2025-01-25 13:00:00,13,5,1,1,30.95,46.3,18.0,1115.84,1009.62,4262.53,2147.9395833333333
2025-01-25 14:00:00,14,5,1,1,29.25,51.0,17.7,1060.69,1115.84,4339.99,2016.8275
2025-01-25 15:00:00,15,5,1,1,34.4,51.7,17.0,1195.54,1060.69,4317.83,1880.1899999999998
2025-01-25 16:00:00,16,5,1,1,31.54,51.9,15.7,1087.58,1195.54,4353.75,1750.0945833333333
2025-01-25 17:00:00,17,5,1,1,29.21,41.3,14.0,975.96,1087.58,3288.91,1614.0041666666666
2025-01-25 18:00:00,18,5,1,1,27.25,51.7,12.1,999.04,975.96,3366.99,1517.6312500000001
2025-01-25 19:00:00,19,5,1,1,22.6,56.2,9.8,958.77,999.04,3361.28,1418.966666666667
2025-01-25 20:00:00,20,5,1,1,20.45,27.4,7.5,901.44,958.77,3462.49,1318.8620833333334
2025-01-25 21:00:00,21,5,1,1,19.99,26.1,7.5,814.28,901.44,3385.06,1212.1516666666666
2025-01-25 22:00:00,22,5,1,1,14.29,23.3,7.5,862.74,814.28,3385.61,1105.0358333333334
2025-01-25 23:00:00,23,5,1,1,11.4,40.2,7.5,936.35,862.74,1948.17,999.9162500000001
2025-01-26 00:00:00,0,6,1,1,11.33,59.4,7.5,1053.24,936.35,1088.34,957.7570833333333
2025-01-26 01:00:00,1,6,1,1,8.13,26.6,7.5,908.78,1053.24,887.83,956.2945833333333
2025-01-26 02:00:00,2,6,1,1,8.05,26.5,7.5,851.85,908.78,931.0,957.1675
2025-01-26 03:00:00,3,6,1,1,9.28,41.1,7.5,934.03,851.85,720.16,953.8695833333335
2025-01-26 04:00:00,4,6,1,1,8.4,23.2,7.5,878.11,934.03,954.85,962.7808333333334
2025-01-26 05:00:00,5,6,1,1,11.77,54.3,7.5,1028.93,878.11,994.38,959.5833333333334
2025-01-26 06:00:00,6,6,1,1,13.54,48.4,7.5,859.17,1028.93,851.23,961.0229166666668
2025-01-26 07:00:00,7,6,1,1,13.71,52.9,9.8,936.74,859.17,873.04,961.3537499999999
2025-01-26 08:00:00,8,6,1,1,19.25,39.8,12.1,958.99,936.74,829.66,964.0079166666668
2025-01-26 09:00:00,9,6,1,1,24.37,27.0,14.0,896.82,958.99,906.79,969.3966666666666
2025-01-26 10:00:00,10,6,1,1,25.15,24.0,15.7,856.75,896.82,1022.18,968.9812499999999
2025-01-26 11:00:00,11,6,1,1,30.91,33.9,17.0,1001.93,856.75,1008.86,962.0883333333333
2025-01-26 12:00:00,12,6,1,1,28.11,46.0,17.7,1068.21,1001.93,1009.62,961.7995833333333
2025-01-26 13:00:00,13,6,1,1,32.2,53.7,18.0,1113.55,1068.21,1115.84,964.2408333333333
2025-01-26 14:00:00,14,6,1,1,32.56,45.4,17.7,1054.09,1113.55,1060.69,964.1454166666667
2025-01-26 15:00:00,15,6,1,1,30.89,33.0,17.0,1021.76,1054.09,1195.54,963.8704166666668
2025-01-26 16:00:00,16,6,1,1,29.79,27.0,15.7,993.58,1021.76,1087.58,956.6295833333334
2025-01-26 17:00:00,17,6,1,1,29.79,53.5,14.0,1010.12,993.58,975.96,952.7129166666667
2025-01-26 18:00:00,18,6,1,1,23.1,47.8,12.1,950.37,1010.12,999.04,954.13625
2025-01-26 19:00:00,19,6,1,1,23.88,28.5,9.8,879.6,950.37,958.77,952.1083333333332
2025-01-26 20:00:00,20,6,1,1,21.09,54.8,7.5,1001.66,879.6,901.44,948.8095833333333
2025-01-26 21:00:00,21,6,1,1,17.51,46.6,7.5,929.42,1001.66,814.28,952.9854166666668
2025-01-26 22:00:00,22,6,1,1,12.55,46.8,7.5,947.91,929.42,862.74,957.7829166666667
2025-01-26 23:00:00,23,6,1,1,13.18,37.9,7.5,901.74,947.91,936.35,961.3316666666666
2025-01-27 00:00:00,0,0,1,0,9.99,148.3,25.0,2086.95,901.74,1053.24,959.8895833333335
2025-01-27 01:00:00,1,0,1,0,7.61,117.8,25.0,1969.78,2086.95,908.78,1002.9608333333332
2025-01-27 02:00:00,2,0,1,0,7.67,161.8,25.0,2160.19,1969.78,851.85,1047.1691666666668
2025-01-27 03:00:00,3,0,1,0,9.18,170.1,25.0,2161.04,2160.19,934.03,1101.6833333333332
2025-01-27 04:00:00,4,0,1,0,10.94,162.8,25.0,2121.25,2161.04,878.11,1152.80875
2025-01-27 05:00:00,5,0,1,0,12.07,129.7,25.0,2102.0,2121.25,1028.93,1204.60625
2025-01-27 06:00:00,6,0,1,0,11.17,116.8,25.0,1956.75,2102.0,859.17,1249.3174999999999
2025-01-27 07:00:00,7,0,1,0,15.31,151.9,32.8,2055.51,1956.75,936.74,1295.05
2025-01-27 08:00:00,8,0,1,0,20.64,339.5,40.2,4383.19,2055.51,958.99,1341.6654166666665
2025-01-27 09:00:00,9,0,1,0,22.95,327.5,46.8,4289.54,4383.19,896.82,1484.3404166666667
2025-01-27 10:00:00,10,0,1,0,26.12,343.6,52.4,4375.58,4289.54,856.75,1625.70375
2025-01-27 11:00:00,11,0,1,0,28.59,359.6,56.5,4554.32,4375.58,1001.93,1772.3216666666667
2025-01-27 12:00:00,12,0,1,0,30.91,285.1,59.1,4312.95,4554.32,1068.21,1920.3379166666666
2025-01-27 13:00:00,13,0,1,0,33.05,289.2,60.0,4337.26,4312.95,1113.55,2055.5354166666666
2025-01-27 14:00:00,14,0,1,0,32.98,350.3,59.1,4666.59,4337.26,1054.09,2189.8566666666666
2025-01-27 15:00:00,15,0,1,0,30.61,314.4,56.5,4284.25,4666.59,1021.76,2340.3775
2025-01-27 16:00:00,16,0,1,0,31.72,341.9,52.4,4501.39,4284.25,993.58,2476.3145833333333
2025-01-27 17:00:00,17,0,1,0,30.9,245.5,46.8,3533.03,4501.39,1010.12,2622.4733333333334
2025-01-27 18:00:00,18,0,1,0,24.48,257.3,40.2,3438.52,3533.03,950.37,2727.5945833333335
2025-01-27 19:00:00,19,0,1,0,22.74,251.0,32.8,3332.61,3438.52,879.6,2831.2675
2025-01-27 20:00:00,20,0,1,0,20.64,249.0,25.0,3369.5,3332.61,1001.66,2933.4762499999997
2025-01-27 21:00:00,21,0,1,0,16.96,258.1,25.0,3473.68,3369.5,929.42,3032.13625
2025-01-27 22:00:00,22,0,1,0,13.84,260.7,25.0,3399.27,3473.68,947.91,3138.1470833333333
2025-01-27 23:00:00,23,0,1,0,10.6,135.3,25.0,2038.99,3399.27,901.74,3240.287083333333
2025-01-28 00:00:00,0,1,1,0,9.28,119.8,25.0,1888.59,2038.99,2086.95,3287.6725
2025-01-28 01:00:00,1,1,1,0,6.15,123.7,25.0,2030.76,1888.59,1969.78,3279.4075
2025-01-28 02:00:00,2,1,1,0,7.69,124.5,25.0,1999.77,2030.76,2160.19,3281.9483333333337
2025-01-28 03:00:00,3,1,1,0,7.95,110.5,25.0,1912.59,1999.77,2161.04,3275.2641666666664
2025-01-28 04:00:00,4,1,1,0,10.33,166.2,25.0,2280.78,1912.59,2121.25,3264.912083333333
2025-01-28 05:00:00,5,1,1,0,11.27,130.5,25.0,2052.68,2280.78,2102.0,3271.5591666666674
2025-01-28 06:00:00,6,1,1,0,12.67,116.1,25.0,1979.66,2052.68,1956.75,3269.504166666667
2025-01-28 07:00:00,7,1,1,0,18.51,134.2,32.8,2037.19,1979.66,2055.51,3270.4587500000002
2025-01-28 08:00:00,8,1,1,0,19.4,319.5,40.2,4237.46,2037.19,4383.19,3269.695416666667
2025-01-28 09:00:00,9,1,1,0,20.4,311.6,46.8,4165.47,4237.46,4289.54,3263.623333333333
2025-01-28 10:00:00,10,1,1,0,27.16,352.6,52.4,4518.47,4165.47,4375.58,3258.45375
2025-01-28 11:00:00,11,1,1,0,27.76,304.7,56.5,4285.15,4518.47,4554.32,3264.4075
2025-01-28 12:00:00,12,1,1,0,30.61,300.6,59.1,4286.42,4285.15,4312.95,3253.1920833333334
2025-01-28 13:00:00,13,1,1,0,31.19,334.9,60.0,4414.81,4286.42,4337.26,3252.0866666666666
2025-01-28 14:00:00,14,1,1,0,30.67,316.5,59.1,4361.71,4414.81,4666.59,3255.317916666667
2025-01-28 15:00:00,15,1,1,0,31.39,313.5,56.5,4380.71,4361.71,4284.25,3242.6145833333335
2025-01-28 16:00:00,16,1,1,0,31.16,286.4,52.4,4262.48,4380.71,4501.39,3246.6337500000004
2025-01-28 17:00:00,17,1,1,0,26.85,263.5,46.8,3532.83,4262.48,3533.03,3236.679166666667
2025-01-28 18:00:00,18,1,1,0,26.31,257.5,40.2,3471.01,3532.83,3438.52,3236.6708333333336
2025-01-28 19:00:00,19,1,1,0,22.19,279.9,32.8,3496.67,3471.01,3332.61,3238.0245833333333
2025-01-28 20:00:00,20,1,1,0,20.09,282.2,25.0,3455.63,3496.67,3369.5,3244.8604166666664
2025-01-28 21:00:00,21,1,1,0,16.84,221.4,25.0,3248.64,3455.63,3473.68,3248.4491666666668
2025-01-28 22:00:00,22,1,1,0,18.02,233.6,25.0,3282.64,3248.64,3399.27,3239.0724999999998
2025-01-28 23:00:00,23,1,1,0,11.75,113.1,25.0,1909.79,3282.64,2038.99,3234.212916666667
2025-01-29 00:00:00,0,2,1,0,10.89,134.0,25.0,2093.61,1909.79,1888.59,3228.8295833333336
2025-01-29 01:00:00,1,2,1,0,7.44,169.2,25.0,2249.22,2093.61,2030.76,3237.3720833333336
2025-01-29 02:00:00,2,2,1,0,6.58,157.1,25.0,2074.15,2249.22,1999.77,3246.474583333333
2025-01-29 03:00:00,3,2,1,0,10.5,165.2,25.0,2143.02,2074.15,1912.59,3249.57375
2025-01-29 04:00:00,4,2,1,0,6.88,167.6,25.0,2131.97,2143.02,2280.78,3259.1750000000006
2025-01-29 05:00:00,5,2,1,0,13.47,150.8,25.0,2024.45,2131.97,2052.68,3252.974583333333
2025-01-29 06:00:00,6,2,1,0,12.52,159.4,25.0,2198.78,2024.45,1979.66,3251.7983333333336
2025-01-29 07:00:00,7,2,1,0,15.24,121.7,32.8,1979.11,2198.78,2037.19,3260.9283333333333
2025-01-29 08:00:00,8,2,1,0,18.55,351.2,40.2,4368.03,1979.11,4237.46,3258.508333333333
2025-01-29 09:00:00,9,2,1,0,25.07,282.0,46.8,4206.63,4368.03,4165.47,3263.94875
2025-01-29 10:00:00,10,2,1,0,25.77,307.2,52.4,4220.16,4206.63,4518.47,3265.66375
2025-01-29 11:00:00,11,2,1,0,29.93,304.9,56.5,4390.9,4220.16,4285.15,3253.2341666666666
2025-01-29 12:00:00,12,2,1,0,33.23,309.2,59.1,4372.97,4390.9,4286.42,3257.640416666667
2025-01-29 13:00:00,13,2,1,0,30.88,291.2,60.0,4282.72,4372.97,4414.81,3261.2466666666664
2025-01-29 14:00:00,14,2,1,0,31.85,320.4,59.1,4430.12,4282.72,4361.71,3255.7429166666666
2025-01-29 15:00:00,15,2,1,0,31.46,283.1,56.5,4246.26,4430.12,4380.71,3258.5933333333337
2025-01-29 16:00:00,16,2,1,0,27.69,292.8,52.4,4215.83,4246.26,4262.48,3252.9912499999996
2025-01-29 17:00:00,17,2,1,0,29.53,282.0,46.8,3572.96,4215.83,3532.83,3251.0475
2025-01-29 18:00:00,18,2,1,0,23.69,258.2,40.2,3331.21,3572.96,3471.01,3252.7195833333335
2025-01-29 19:00:00,19,2,1,0,21.31,237.2,32.8,3324.71,3331.21,3496.67,3246.8945833333332
2025-01-29 20:00:00,20,2,1,0,22.36,254.3,25.0,3394.4,3324.71,3455.63,3239.7295833333333
2025-01-29 21:00:00,21,2,1,0,14.19,276.7,25.0,3443.81,3394.4,3248.64,3237.1783333333333
2025-01-29 22:00:00,22,2,1,0,12.11,230.7,25.0,3254.71,3443.81,3282.64,3245.3104166666667
2025-01-29 23:00:00,23,2,1,0,8.55,177.6,25.0,2235.12,3254.71,1909.79,3244.146666666667
2025-01-30 00:00:00,0,3,1,0,9.35,150.6,25.0,2048.94,2235.12,2093.61,3257.702083333333
2025-01-30 01:00:00,1,3,1,0,4.61,153.8,25.0,2098.11,2048.94,2249.22,3255.840833333333
2025-01-30 02:00:00,2,3,1,0,8.44,179.6,25.0,2249.24,2098.11,2074.15,3249.544583333333
2025-01-30 03:00:00,3,3,1,0,6.56,149.9,25.0,2118.21,2249.24,2143.02,3256.84
2025-01-30 04:00:00,4,3,1,0,9.56,137.7,25.0,2023.96,2118.21,2131.97,3255.8062499999996
2025-01-30 05:00:00,5,3,1,0,11.9,148.0,25.0,2109.89,2023.96,2024.45,3251.3058333333333
2025-01-30 06:00:00,6,3,1,0,13.46,147.3,25.0,2098.89,2109.89,2198.78,3254.8658333333333
2025-01-30 07:00:00,7,3,1,0,17.83,165.6,32.8,2139.03,2098.89,1979.11,3250.70375
2025-01-30 08:00:00,8,3,1,0,19.81,355.5,40.2,4351.02,2139.03,4368.03,3257.367083333333
2025-01-30 09:00:00,9,3,1,0,24.79,358.5,46.8,4427.02,4351.02,4206.63,3256.6583333333333
2025-01-30 10:00:00,10,3,1,0,23.83,327.1,52.4,4257.85,4427.02,4220.16,3265.84125
2025-01-30 11:00:00,11,3,1,0,27.59,296.3,56.5,4305.08,4257.85,4390.9,3267.411666666667
2025-01-30 12:00:00,12,3,1,0,34.47,320.9,59.1,4448.48,4305.08,4372.97,3263.835833333333
2025-01-30 13:00:00,13,3,1,0,31.51,349.2,60.0,4527.94,4448.48,4282.72,3266.982083333333
2025-01-30 14:00:00,14,3,1,0,32.62,346.2,59.1,4590.7,4527.94,4430.12,3277.199583333333
2025-01-30 15:00:00,15,3,1,0,31.3,356.5,56.5,4531.94,4590.7,4246.26,3283.8904166666666
2025-01-30 16:00:00,16,3,1,0,32.14,348.3,52.4,4513.74,4531.94,4215.83,3295.7937500000003
2025-01-30 17:00:00,17,3,1,0,29.38,281.4,46.8,3450.74,4513.74,3572.96,3308.206666666667
2025-01-30 18:00:00,18,3,1,0,28.94,260.1,40.2,3483.26,3450.74,3331.21,3303.1141666666663
2025-01-30 19:00:00,19,3,1,0,21.95,267.8,32.8,3452.82,3483.26,3324.71,3309.4495833333335
2025-01-30 20:00:00,20,3,1,0,21.72,234.0,25.0,3281.9,3452.82,3394.4,3314.7875
2025-01-30 21:00:00,21,3,1,0,18.32,232.3,25.0,3322.63,3281.9,3443.81,3310.1000000000004
2025-01-30 22:00:00,22,3,1,0,14.77,233.6,25.0,3336.57,3322.63,3254.71,3305.0508333333332
2025-01-30 23:00:00,23,3,1,0,12.72,120.0,25.0,2016.34,3336.57,2235.12,3308.4616666666666
2025-01-31 00:00:00,0,4,1,0,10.48,156.1,25.0,2139.81,2016.34,2048.94,3299.3458333333333
2025-01-31 01:00:00,1,4,1,0,8.37,153.0,25.0,2067.93,2139.81,2098.11,3303.1320833333334
2025-01-31 02:00:00,2,4,1,0,5.54,115.4,25.0,1891.59,2067.93,2249.24,3301.8745833333337
2025-01-31 03:00:00,3,4,1,0,7.22,114.6,25.0,1948.1,1891.59,2118.21,3286.9725
2025-01-31 04:00:00,4,4,1,0,9.65,166.6,25.0,2186.78,1948.1,2023.96,3279.884583333334
2025-01-31 05:00:00,5,4,1,0,11.52,131.0,25.0,1987.32,2186.78,2109.89,3286.6687500000003
2025-01-31 06:00:00,6,4,1,0,13.73,165.6,25.0,2159.45,1987.32,2098.89,3281.5616666666665
2025-01-31 07:00:00,7,4,1,0,14.48,115.1,32.8,1929.47,2159.45,2139.03,3284.0849999999996
2025-01-31 08:00:00,8,4,1,0,21.31,298.6,40.2,4159.1,1929.47,4351.02,3275.353333333333
2025-01-31 09:00:00,9,4,1,0,24.35,354.3,46.8,4396.86,4159.1,4427.02,3267.3566666666666
2025-01-31 10:00:00,10,4,1,0,23.69,305.7,52.4,4208.57,4396.86,4257.85,3266.1000000000004
2025-01-31 11:00:00,11,4,1,0,28.58,331.2,56.5,4406.34,4208.57,4305.08,3264.0466666666666
2025-01-31 12:00:00,12,4,1,0,29.11,308.6,59.1,4332.64,4406.34,4448.48,3268.2658333333334
2025-01-31 13:00:00,13,4,1,0,27.06,351.1,60.0,4450.34,4332.64,4527.94,3263.439166666667
2025-01-31 14:00:00,14,4,1,0,31.03,326.9,59.1,4429.89,4450.34,4590.7,3260.2058333333334
2025-01-31 15:00:00,15,4,1,0,32.8,334.6,56.5,4438.94,4429.89,4531.94,3253.505416666667
2025-01-31 16:00:00,16,4,1,0,30.75,345.8,52.4,4549.94,4438.94,4513.74,3249.630416666667
2025-01-31 17:00:00,17,4,1,0,29.07,251.6,46.8,3441.36,4549.94,3450.74,3251.13875
2025-01-31 18:00:00,18,4,1,0,23.25,231.7,40.2,3296.04,3441.36,3483.26,3250.747916666667
2025-01-31 19:00:00,19,4,1,0,22.32,220.7,32.8,3262.34,3296.04,3452.82,3242.947083333333
2025-01-31 20:00:00,20,4,1,0,19.06,269.9,25.0,3443.08,3262.34,3281.9,3235.0104166666665
2025-01-31 21:00:00,21,4,1,0,16.4,232.1,25.0,3305.74,3443.08,3322.63,3241.7262499999997
2025-01-31 22:00:00,22,4,1,0,12.71,277.1,25.0,3520.61,3305.74,3336.57,3241.0225000000005
2025-01-31 23:00:00,23,4,1,0,9.5,117.1,25.0,1934.64,3520.61,2016.34,3248.6908333333336
2025-02-01 00:00:00,0,5,2,1,11.15,53.7,7.5,969.05,1934.64,2139.81,3245.286666666667
2025-02-01 01:00:00,1,5,2,1,9.69,55.7,7.5,1000.21,969.05,2067.93,3196.5050000000006
2025-02-01 02:00:00,2,5,2,1,7.9,35.1,7.5,1017.35,1000.21,1891.59,3152.0166666666664
2025-02-01 03:00:00,3,5,2,1,10.54,35.5,7.5,971.43,1017.35,1948.1,3115.59
2025-02-01 04:00:00,4,5,2,1,10.39,20.2,7.5,834.75,971.43,2186.78,3074.8954166666663
2025-02-01 05:00:00,5,5,2,1,11.65,46.7,7.5,980.99,834.75,1987.32,3018.560833333333
2025-02-01 06:00:00,6,5,2,1,14.3,31.9,7.5,903.32,980.99,2159.45,2976.630416666667
2025-02-01 07:00:00,7,5,2,1,16.69,45.8,9.8,948.48,903.32,1929.47,2924.2916666666665
2025-02-01 08:00:00,8,5,2,1,15.75,58.3,12.1,1017.02,948.48,4159.1,2883.4170833333337
2025-02-01 09:00:00,9,5,2,1,22.28,38.3,14.0,885.46,1017.02,4396.86,2752.497083333333
2025-02-01 10:00:00,10,5,2,1,27.85,34.8,15.7,981.98,885.46,4208.57,2606.18875
2025-02-01 11:00:00,11,5,2,1,29.42,54.0,17.0,1046.36,981.98,4406.34,2471.7475
2025-02-01 12:00:00,12,5,2,1,29.98,38.9,17.7,1066.73,1046.36,4332.64,2331.7483333333334
2025-02-01 13:00:00,13,5,2,1,29.26,47.1,18.0,1105.35,1066.73,4450.34,2195.6687500000003
2025-02-01 14:00:00,14,5,2,1,33.91,25.5,17.7,1106.45,1105.35,4429.89,2056.2941666666666
2025-02-01 15:00:00,15,5,2,1,29.81,32.6,17.0,1097.25,1106.45,4438.94,1917.8174999999999
2025-02-01 16:00:00,16,5,2,1,30.68,48.5,15.7,1092.82,1097.25,4549.94,1778.5804166666665
2025-02-01 17:00:00,17,5,2,1,27.67,31.5,14.0,973.23,1092.82,3441.36,1634.5337499999998
2025-02-01 18:00:00,18,5,2,1,23.38,24.5,12.1,893.13,973.23,3296.04,1531.695
2025-02-01 19:00:00,19,5,2,1,22.76,53.4,9.8,953.07,893.13,3262.34,1431.5737499999998
2025-02-01 20:00:00,20,5,2,1,21.17,39.7,7.5,837.3,953.07,3443.08,1335.3541666666667
2025-02-01 21:00:00,21,5,2,1,16.87,43.8,7.5,949.45,837.3,3305.74,1226.78
2025-02-01 22:00:00,22,5,2,1,17.03,58.5,7.5,1027.01,949.45,3520.61,1128.60125
2025-02-01 23:00:00,23,5,2,1,12.59,32.5,7.5,950.55,1027.01,1934.64,1024.7012499999998
2025-02-02 00:00:00,0,6,2,1,9.25,40.9,7.5,958.71,950.55,969.05,983.6974999999999
2025-02-02 01:00:00,1,6,2,1,8.56,30.6,7.5,980.9,958.71,1000.21,983.2666666666668
2025-02-02 02:00:00,2,6,2,1,9.48,33.9,7.5,862.92,980.9,1017.35,982.4620833333333
2025-02-02 03:00:00,3,6,2,1,8.67,59.0,7.5,1029.88,862.92,971.43,976.0275
2025-02-02 04:00:00,4,6,2,1,6.2,51.2,7.5,947.31,1029.88,834.75,978.4629166666667
2025-02-02 05:00:00,5,6,2,1,11.36,32.1,7.5,842.92,947.31,980.99,983.1529166666666
2025-02-02 06:00:00,6,6,2,1,12.96,49.9,7.5,982.58,842.92,903.32,977.4000000000001
2025-02-02 07:00:00,7,6,2,1,16.93,58.3,9.8,1026.79,982.58,948.48,980.7025
2025-02-02 08:00:00,8,6,2,1,19.69,58.5,12.1,987.91,1026.79,1017.02,983.9654166666668
2025-02-02 09:00:00,9,6,2,1,22.54,29.0,14.0,890.79,987.91,885.46,982.7525
2025-02-02 10:00:00,10,6,2,1,26.59,44.9,15.7,1075.63,890.79,981.98,982.9745833333333
2025-02-02 11:00:00,11,6,2,1,29.23,25.9,17.0,1038.66,1075.63,1046.36,986.8766666666666
2025-02-02 12:00:00,12,6,2,1,28.64,35.5,17.7,1051.48,1038.66,1066.73,986.5558333333333
2025-02-02 13:00:00,13,6,2,1,31.24,33.8,18.0,1074.6,1051.48,1105.35,985.9204166666667
2025-02-02 14:00:00,14,6,2,1,32.5,38.8,17.7,1123.07,1074.6,1106.45,984.6391666666667
2025-02-02 15:00:00,15,6,2,1,30.34,22.5,17.0,1088.4,1123.07,1097.25,985.3316666666666
2025-02-02 16:00:00,16,6,2,1,30.45,25.4,15.7,1033.62,1088.4,1092.82,984.9629166666667
2025-02-02 17:00:00,17,6,2,1,31.52,29.7,14.0,1043.27,1033.62,973.23,982.49625
2025-02-02 18:00:00,18,6,2,1,27.26,23.0,12.1,913.34,1043.27,893.13,985.4145833333333
2025-02-02 19:00:00,19,6,2,1,19.79,38.4,9.8,1009.7,913.34,953.07,986.2566666666667
2025-02-02 20:00:00,20,6,2,1,19.7,21.8,7.5,822.05,1009.7,837.3,988.61625
2025-02-02 21:00:00,21,6,2,1,16.25,28.4,7.5,929.11,822.05,949.45,987.9808333333334
2025-02-02 22:00:00,22,6,2,1,14.07,58.4,7.5,1031.77,929.11,1027.01,987.1333333333333
2025-02-02 23:00:00,23,6,2,1,14.55,30.4,7.5,848.93,1031.77,950.55,987.3316666666666
2025-02-03 00:00:00,0,0,2,0,9.85,115.1,25.0,2028.95,848.93,958.71,983.0975
2025-02-03 01:00:00,1,0,2,0,9.05,123.3,25.0,2059.08,2028.95,980.9,1027.6908333333333
2025-02-03 02:00:00,2,0,2,0,7.87,163.0,25.0,2153.14,2059.08,862.92,1072.615
2025-02-03 03:00:00,3,0,2,0,9.49,160.3,25.0,2140.53,2153.14,1029.88,1126.3741666666667
2025-02-03 04:00:00,4,0,2,0,9.96,156.7,25.0,2130.82,2140.53,947.31,1172.65125
2025-02-03 05:00:00,5,0,2,0,11.05,164.0,25.0,2212.87,2130.82,842.92,1221.9641666666666
2025-02-03 06:00:00,6,0,2,0,14.93,110.6,25.0,2000.72,2212.87,982.58,1279.0454166666666
2025-02-03 07:00:00,7,0,2,0,15.02,126.0,32.8,2095.68,2000.72,1026.79,1321.4679166666667
2025-02-03 08:00:00,8,0,2,0,20.7,305.7,40.2,4373.22,2095.68,987.91,1366.0049999999999
2025-02-03 09:00:00,9,0,2,0,22.45,287.6,46.8,4269.32,4373.22,890.79,1507.0595833333334
2025-02-03 10:00:00,10,0,2,0,24.81,318.5,52.4,4419.25,4269.32,1075.63,1647.8316666666667
2025-02-03 11:00:00,11,0,2,0,29.6,303.1,56.5,4423.79,4419.25,1038.66,1787.1491666666668
2025-02-03 12:00:00,12,0,2,0,28.38,359.5,59.1,4551.87,4423.79,1051.48,1928.19625
2025-02-03 13:00:00,13,0,2,0,28.79,340.3,60.0,4604.18,4551.87,1074.6,2074.045833333333
2025-02-03 14:00:00,14,0,2,0,32.61,343.0,59.1,4566.61,4604.18,1123.07,2221.1116666666667
2025-02-03 15:00:00,15,0,2,0,29.77,308.7,56.5,4489.13,4566.61,1088.4,2364.5925
2025-02-03 16:00:00,16,0,2,0,28.1,295.3,52.4,4376.86,4489.13,1033.62,2506.2895833333337
2025-02-03 17:00:00,17,0,2,0,27.87,213.1,46.8,3427.41,4376.86,1043.27,2645.59125
2025-02-03 18:00:00,18,0,2,0,23.69,286.0,40.2,3693.14,3427.41,913.34,2744.9304166666666
2025-02-03 19:00:00,19,0,2,0,25.53,256.4,32.8,3523.56,3693.14,1009.7,2860.755416666667
2025-02-03 20:00:00,20,0,2,0,21.17,232.6,25.0,3387.75,3523.56,822.05,2965.4995833333337
2025-02-03 21:00:00,21,0,2,0,16.61,285.7,25.0,3644.14,3387.75,929.11,3072.40375
2025-02-03 22:00:00,22,0,2,0,13.46,272.4,25.0,3395.96,3644.14,1031.77,3185.53
2025-02-03 23:00:00,23,0,2,0,9.64,124.3,25.0,2078.46,3395.96,848.93,3284.037916666666
2025-02-04 00:00:00,0,1,2,0,9.06,133.2,25.0,2115.82,2078.46,2028.95,3335.2683333333334
2025-02-04 01:00:00,1,1,2,0,4.5,115.0,25.0,2035.53,2115.82,2059.08,3338.8879166666666
2025-02-04 02:00:00,2,1,2,0,7.28,166.8,25.0,2266.44,2035.53,2153.14,3337.9066666666663
2025-02-04 03:00:00,3,1,2,0,9.43,158.6,25.0,2245.81,2266.44,2140.53,3342.6275
2025-02-04 04:00:00,4,1,2,0,9.77,120.6,25.0,2095.34,2245.81,2130.82,3347.0141666666664
2025-02-04 05:00:00,5,1,2,0,10.76,129.8,25.0,2079.12,2095.34,2212.87,3345.5358333333334
2025-02-04 06:00:00,6,1,2,0,15.04,119.0,25.0,1926.54,2079.12,2000.72,3339.962916666667
2025-02-04 07:00:00,7,1,2,0,15.26,113.8,32.8,1973.32,1926.54,2095.68,3336.872083333333
2025-02-04 08:00:00,8,1,2,0,21.83,298.4,40.2,4350.27,1973.32,4373.22,3331.7737500000003
2025-02-04 09:00:00,9,1,2,0,20.52,347.9,46.8,4470.73,4350.27,4269.32,3330.8175000000006
2025-02-04 10:00:00,10,1,2,0,27.3,306.0,52.4,4427.59,4470.73,4419.25,3339.2095833333333
2025-02-04 11:00:00,11,1,2,0,29.66,294.5,56.5,4389.08,4427.59,4423.79,3339.557083333333
2025-02-04 12:00:00,12,1,2,0,32.58,344.5,59.1,4565.6,4389.08,4551.87,3338.1108333333336
2025-02-04 13:00:00,13,1,2,0,31.72,332.9,60.0,4546.82,4565.6,4604.18,3338.6829166666666
2025-02-04 14:00:00,14,1,2,0,32.72,336.7,59.1,4590.28,4546.82,4566.61,3336.2929166666668
